0,"GKA",-6.081689834590001,145.391998291
1,"MAG",-5.20707988739,145.789001465
2,"HGU",-5.826789855957031,144.29600524902344
3,"LAE",-6.569803,146.725977
4,"POM",-9.443380355834961,147.22000122070312
5,"WWK",-3.58383011818,143.669006348
6,"UAK",61.1604995728,-45.4259986877
7,"GOH",64.19090271,-51.6781005859
8,"SFJ",67.0122218992,-50.7116031647
9,"THU",76.5311965942,-68.7032012939
10,"AEY",65.66000366210938,-18.07270050048828
11,"EGS",65.2833023071289,-14.401399612426758
12,"HFN",64.295601,-15.2272
13,"HZK",65.952301,-17.426001
14,"IFJ",66.05809783935547,-23.135299682617188
15,"KEF",63.985000610352,-22.605600357056
16,"PFJ",65.555801,-23.965
17,"RKV",64.1299972534,-21.9405994415
18,"SIJ",66.133301,-18.9167
19,"VEY",63.42430114746094,-20.278900146484375
20,"YAM",46.48500061035156,-84.5093994140625
21,"YAY",51.3918991089,-56.083099365200006
22,"YAZ",49.079833,-125.775583
23,"YBB",68.534401,-89.808098
24,"YBC",49.13249969482422,-68.20439910888672
25,"YBG",48.33060073852539,-70.99639892578125
26,"YBK",64.29889678960001,-96.077796936
27,"YBL",49.950801849365234,-125.27100372314453
28,"YBR",49.91,-99.951897
29,"YCB",69.1081008911,-105.138000488
30,"YCD",49.054970224899996,-123.869862556
31,"YCG",49.2963981628,-117.632003784
32,"YCH",47.007801,-65.449203
33,"YCL",47.990799,-66.330299
34,"YCO",67.816704,-115.143997
35,"YCT",52.0750007629,-111.444999695
36,"YCW",49.1528015137,-121.939002991
37,"YCY",70.4860992432,-68.5167007446
38,"YZS",64.1932983398,-83.3593978882
39,"YDA",64.04309844970703,-139.1280059814453
40,"YDB",61.37110137939453,-139.04100036621094
41,"YDF",49.21080017089844,-57.39139938354492
42,"YDL",58.4221992493,-130.031997681
43,"YDN",51.100799560546875,-100.052001953125
44,"YDQ",55.7422981262207,-120.18299865722656
45,"YEG",53.309700012200004,-113.580001831
46,"YEK",61.0942001343,-94.07080078119999
47,"YEN",49.2103004456,-102.966003418
48,"YET",53.578899383499994,-116.464996338
49,"YEU",79.9946975708,-85.814201355
50,"YEV",68.30419921880001,-133.483001709
51,"YFB",63.756402,-68.555801
52,"YFC",45.868900299072266,-66.53720092773438
53,"YFE",48.74610137939453,-69.09719848632812
54,"YFO",54.6781005859375,-101.68199920654297
55,"YFR",61.1808013916,-113.690002441
56,"YFS",61.76020050048828,-121.23699951171875
57,"YGK",44.22529983520508,-76.5969009399414
58,"YGL",53.625301361083984,-77.7042007446289
59,"YGP",48.7752990723,-64.4785995483
60,"YGQ",49.77830123901367,-86.93939971923828
61,"YGR",47.42470169067383,-61.778099060058594
62,"YHB",52.8166999817,-102.310997009
63,"YHD",49.831699,-92.744202
64,"YHI",70.76280212402344,-117.80599975585938
65,"YHK",68.635597229,-95.84970092770001
66,"YHM",43.173599243199995,-79.93499755859999
67,"YHU",45.5175018311,-73.4169006348
68,"YHY",60.8396987915,-115.782997131
69,"YHZ",44.8807983398,-63.5085983276
70,"YIB",48.7738990784,-91.6386032104
71,"YIO",72.6832962036,-77.9666976929
72,"YJN",45.29439926147461,-73.28109741210938
73,"YJT",48.5442008972168,-58.54999923706055
74,"YKA",50.7022018433,-120.444000244
75,"YKF",43.460800170899994,-80.3786010742
76,"YKL",54.805301666259766,-66.8052978515625
77,"YKY",51.5175018311,-109.180999756
78,"YKZ",43.86220169067383,-79.37000274658203
79,"YLD",47.81999969482422,-83.3467025756836
80,"YLJ",54.125301361083984,-108.52300262451172
81,"YLL",53.309200286865234,-110.072998046875
82,"YLT",82.51779937740001,-62.2806015015
83,"YLW",49.9561004639,-119.377998352
84,"YMA",63.61640167236328,-135.8679962158203
85,"YMJ",50.330299377441406,-105.55899810791016
86,"YMM",56.653301239,-111.222000122
